gpc__cycles_elapsed.avg.per_second [Ghz],1.87
gpc__cycles_elapsed.max.per_second [Ghz],1.87
gpc__cycles_elapsed.min [cycle],"52,13,764"
gpc__cycles_elapsed.min.per_second [Ghz],1.87
gpc__cycles_elapsed.sum [cycle],"1,56,44,453"
gpc__cycles_elapsed.sum.per_second [Ghz],5.62
gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed [%],61.98
gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed [%],62.04
gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed [%],61.73
gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed [%],61.98
gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],13.19
gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],13.54
gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],13.13
gpu__compute_memory_access_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],13.19
gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed [%],96.70
gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed [%],96.80
gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed [%],96.33
gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed [%],96.70
gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
gpu__compute_memory_request_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed [%],96.80
gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed [%],96.33
gpu__compute_memory_throughput.sum.pct_of_peak_sustained_elapsed [%],96.70
gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed [%],1.58
gpu__dram_throughput.max.pct_of_peak_sustained_elapsed [%],1.58
gpu__dram_throughput.min.pct_of_peak_sustained_elapsed [%],1.58
gpu__dram_throughput.sum.pct_of_peak_sustained_elapsed [%],1.58
gpu__time_duration.avg [ms],2.78
gpu__time_duration.max [ms],2.78
gpu__time_duration.min [ms],2.78
group:memory__chart,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,gcc__average_cache_request_hit_rate.pct,gcc__cache_requests_type_constant.sum,gcc__cache_requests_type_constant.sum.pct_of_peak_sustained_elapsed,gcc__cache_requests_type_instruction.sum,gcc__cache_requests_type_instruction.sum.pct_of_peak_sustained_elapsed,gcc__xbar2gcc_sectors.sum,gcc__xbar2gcc_sectors.sum.pct_of_peak_sustained_elapsed,idc__request_hit_rate.pct,idc__requests.sum,idc__requests.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum,l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum.per_second,l1tex__m_xbar2l1tex_read_bytes.sum,l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_bytes.sum.per_second,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_texture.sum,l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_sector_hit_rate.pct,lts__average_gcomp_input_sector_success_rate.pct,lts__average_gcomp_output_sector_compression_achieved_rate.ratio,lts__gcomp_input_sectors.sum,lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed,lts__gcomp_input_sectors.sum.per_second,lts__gcomp_output_sectors.sum,lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed,lts__gcomp_output_sectors.sum.per_second,lts__t_sector_hit_rate.pct,lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second,lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second,lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_read.sum,lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_write.sum,sm__icc_request_hit_rate.pct,sm__icc_requests.sum,sm__icc_requests.sum.pct_of_peak_sustained_elapsed,sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum,sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass..."
group:memory__dram_table,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,dram__sectors_read.sum,dram__sectors_write.sum"
group:memory__first_level_cache_table,"l1tex__lsu_writeback_active_mem_lg.sum,l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_texture.sum,l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct,l1tex__t_sector_pipe_tex_mem_surface_op_atom_..."
group:memory__l2_cache_evict_policy_table,"lts__t_sectors_evict_first_lookup_hit.sum,lts__t_sectors_evict_first_lookup_miss.sum,lts__t_sectors_evict_last_lookup_hit.sum,lts__t_sectors_evict_last_lookup_miss.sum,lts__t_sectors_evict_normal_demote_lookup_hit.sum,lts__t_sectors_evict_normal_demote_lookup_miss.sum,lts__t_sectors_evict_normal_lookup_hit.sum,lts__t_sectors_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum"
group:memory__l2_cache_table,"lts__t_requests.sum,lts__t_requests_srcunit_gcc.sum,lts__t_requests_srcunit_tex.sum,lts__t_requests_srcunit_tex_op_atom_dot_alu.sum,lts__t_requests_srcunit_tex_op_atom_dot_cas.sum,lts__t_requests_srcunit_tex_op_read.sum,lts__t_requests_srcunit_tex_op_red.sum,lts__t_requests_srcunit_tex_op_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.peak_sustained,lts__t_sectors.avg.per_cycle_elapsed,lts__t_sectors.sum,lts__t_sectors.sum.per_second,lts__t_sectors_aperture_device_lookup_miss.sum,lts__t_sectors_aperture_peer_lookup_miss.sum,lts__t_sectors_aperture_sysmem_lookup_miss.sum,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_data_ecc.avg.peak_sustained,lts__t_sectors_data_ecc.avg.per_cycle_elapsed,lts__t_sectors_data_ecc.sum,lts__t_sectors_data_ecc.sum.per_second,lts__t_sectors_lookup_hit.sum,lts__t_sectors_lookup_miss.sum,lts__t_sectors_srcunit_gcc.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_gcc.avg.peak_sustained,lts__t_sectors_srcunit_gcc.avg.per_cycle_elapsed,lts__t_sectors_srcunit_gcc.sum,lts__t_sectors_srcunit_gcc.sum.per_second,lts__t_sectors_srcunit_gcc_aperture_device_lookup_miss.sum,lts__t_sectors_srcunit_gcc_aperture_peer_lookup_miss.sum,lts__t_sectors_srcunit_gcc_aperture_sysmem_lookup_miss.sum,lts__t_sectors_srcunit_gcc_lookup_hit.sum,lts__t_sectors_srcunit_gcc_lookup_miss.sum,lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex.avg.peak_sustained,lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex.sum,lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex.sum.per_second,lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_lookup_hit.sum,lts__t_sectors_srcunit_tex_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second,lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second,lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_read.sum,lts__t_sectors_srcunit_tex_op_read.sum.per_second,lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_red.sum,lts__t_sectors_srcunit_tex_op_red.sum.per_second,lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_write.sum,lts__t_sectors_srcunit_tex_op_write.sum.per_second,lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum"
group:memory__shared_table,"l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_ldgsts.sum,smsp__inst_executed_op_ldsm.sum,smsp__inst_executed_op_shared_atom.sum,smsp__sass_inst_executed_op_shared_ld.sum,smsp__sass_inst_executed_op_shared_st.sum,smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_ldgsts.sum,smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum.pct_of_peak_sustained_elapsed,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed"
group:smsp__pcsamp_warp_stall_reasons,"smsp__pcsamp_warps_issue_stalled_barrier,smsp__pcsamp_warps_issue_stalled_branch_resolving,smsp__pcsamp_warps_issue_stalled_dispatch_stall,smsp__pcsamp_warps_issue_stalled_drain,smsp__pcsamp_warps_issue_stalled_imc_miss,smsp__pcsamp_warps_issue_stalled_lg_throttle,smsp__pcsamp_warps_issue_stalled_long_scoreboard,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,smsp__pcsamp_warps_issue_stalled_membar,smsp__pcsamp_warps_issue_stalled_mio_throttle,smsp__pcsamp_warps_issue_stalled_misc,smsp__pcsamp_warps_issue_stalled_no_instructions,smsp__pcsamp_warps_issue_stalled_not_selected,smsp__pcsamp_warps_issue_stalled_selected,smsp__pcsamp_warps_issue_stalled_short_scoreboard,smsp__pcsamp_warps_issue_stalled_sleeping,smsp__pcsamp_warps_issue_stalled_tex_throttle,smsp__pcsamp_warps_issue_stalled_wait"
group:smsp__pcsamp_warp_stall_reasons_not_issued,"smsp__pcsamp_warps_issue_stalled_barrier_not_issued,smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,smsp__pcsamp_warps_issue_stalled_drain_not_issued,smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_membar_not_issued,smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_misc_not_issued,smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,smsp__pcsamp_warps_issue_stalled_selected_not_issued,smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_wait_not_issued"
